label_bias,words,label_opinion,group_id,text
Biased,undue burden.,Somewhat factual but also opinionated,19,In the majority opinion
Non-biased,obstacle ,Expresses writer’s opinion,19,In the majority opinion
Non-biased,,Entirely factual,19,In the majority opinion
Non-biased,provided,,,
Non-biased,neither,,,
Non-biased,substantial obstacle,Entirely factual,19,In the majority opinion
Biased,substantial obstacle ,Somewhat factual but also opinionated,19,In the majority opinion
Biased,substantial,Somewhat factual but also opinionated,19,In the majority opinion
Biased,Jiangsu,,,
Biased,scandals over low-quality,,,
Non-biased,,Entirely factual,25,A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month
Biased,ominous,,,
Biased,ominous,Entirely factual,25,A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month
Biased,ominous,Somewhat factual but also opinionated,25,A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month
Biased,ominous development,,,
Non-biased,improperly-handled,Entirely factual,25,A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month
Biased,ominous,Somewhat factual but also opinionated,25,A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month
Biased,ominous,Somewhat factual but also opinionated,25,A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month
Biased,grasping,,,
Biased,grasping,,,
Biased,grasping,Entirely factual,47,Since the beginning
Non-biased,grasping,Expresses writer’s opinion,47,Since the beginning
Biased,climate change,,,
Biased,grasping,,,
Biased, grasping,,,
Biased,grasping,,,
Biased,grasping at the coattails,,,
Biased,Obamacare,Expresses writer’s opinion,47,Since the beginning
Biased, Advocates,,,
Non-biased,,Expresses writer’s opinion,20,Pro-Life Advocates Lay 3
Non-biased,,Expresses writer’s opinion,20,Pro-Life Advocates Lay 3
Non-biased,,Expresses writer’s opinion,20,Pro-Life Advocates Lay 3
Biased,Pro-Life,,,
Non-biased,,Entirely factual,20,Pro-Life Advocates Lay 3
Non-biased,,Entirely factual,20,Pro-Life Advocates Lay 3
Non-biased,,Somewhat factual but also opinionated,20,Pro-Life Advocates Lay 3
Non-biased,Remember,Entirely factual,20,Pro-Life Advocates Lay 3
Non-biased,,Entirely factual,20,Pro-Life Advocates Lay 3
Biased,Preborn,Somewhat factual but also opinionated,20,Pro-Life Advocates Lay 3
Biased,Atlanta,Entirely factual,31,Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday
Non-biased,,Entirely factual,31,Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday
Non-biased,,Entirely factual,31,Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday
Biased,rhetorical heat,,,
Biased,rhetorical heat,,,
Biased,rhetorical heat,,,
Biased,end of civilization,Somewhat factual but also opinionated,31,Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday
Biased,rhetorical heat,,,
Biased,rhetorical heat,,,
Biased,rhetorical hea,Somewhat factual but also opinionated,31,Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday
Non-biased,heat,,,
Non-biased,,Somewhat factual but also opinionated,31,Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday
Biased,wedded,,,
Biased,strangled at birth,Somewhat factual but also opinionated,66,But the British Government — and this one’s Conservative; imagine what a Labour one would be like! — is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed such extreme precautionary principles on shale gas exploration that the fracking industry has effectively been strangled at birth with red tape.
Biased,wedded to green ideology,,,
Biased,so nervous,,,
Biased,so wedded to green ideology,,,
Biased,Conservative,,,
Biased,strangled at birth,Expresses writer’s opinion,66,But the British Government — and this one’s Conservative; imagine what a Labour one would be like! — is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed such extreme precautionary principles on shale gas exploration that the fracking industry has effectively been strangled at birth with red tape.
Biased,wedded to green ideology,,,
Biased,anti-fracking campaign industry,,,
Non-biased,precautionary ,Expresses writer’s opinion,66,But the British Government — and this one’s Conservative; imagine what a Labour one would be like! — is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed such extreme precautionary principles on shale gas exploration that the fracking industry has effectively been strangled at birth with red tape.
Non-biased,,Entirely factual,19,In February
Biased,halted almost all,Expresses writer’s opinion,19,In February
Biased,sponsors of terrorism.,Somewhat factual but also opinionated,19,In February
Biased,halted ,Expresses writer’s opinion,19,In February
Non-biased,almost all,Somewhat factual but also opinionated,19,In February
Non-biased,halted,,,
Biased,halted,,,
Non-biased,legal immigration,,,
Non-biased,,Entirely factual,19,In February
Non-biased,,Entirely factual,19,In February
Biased,diverting the attention and energy,,,
Biased,diverting,,,
Biased,pointless,,,
Biased,pointless ,Expresses writer’s opinion,58,While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...
Non-biased,pointless trial,Somewhat factual but also opinionated,58,While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...
Non-biased,,Expresses writer’s opinion,58,While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...
Biased,diverting,,,
Biased,pointless,Somewhat factual but also opinionated,58,While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...
Biased,pointless trial,,,
Biased,pointless,Expresses writer’s opinion,58,While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...
Non-biased,,Entirely factual,58,While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...
Biased,“alarmist”,Somewhat factual but also opinionated,70,Trump proceeded to ignore multiple other attempts made over subsequent weeks by his advisers and Republican allies to get him to take the pandemic seriously. Instead he dismissed their warnings as “alarmist” and would go on to hold a number of rallies (seven) and golfing outings (three) between learning of Obama’s pandemic playbook and ultimately declaring a national emergency.
Non-biased,,Somewhat factual but also opinionated,70,Trump proceeded to ignore multiple other attempts made over subsequent weeks by his advisers and Republican allies to get him to take the pandemic seriously. Instead he dismissed their warnings as “alarmist” and would go on to hold a number of rallies (seven) and golfing outings (three) between learning of Obama’s pandemic playbook and ultimately declaring a national emergency.
Non-biased,ignore,,,
Non-biased,ignore,,,
Biased,ignore,,,
Biased,ignore,,,
Non-biased,pandemic ,Entirely factual,70,Trump proceeded to ignore multiple other attempts made over subsequent weeks by his advisers and Republican allies to get him to take the pandemic seriously. Instead he dismissed their warnings as “alarmist” and would go on to hold a number of rallies (seven) and golfing outings (three) between learning of Obama’s pandemic playbook and ultimately declaring a national emergency.
